key,value,formatted
whatsappigrhh.components.stereotype_judgment.income.ext_grp,-0.021276595744680868,-0.021
whatsappigrhm.components.affect.combined.ext_adv,-0.08653846153846154,-0.087
whatsappigrhm.components.stereotype_judgment.combined.ext_adv,-0.06382978723404256,-0.064
whatsappigrhm.components.affect.combined.ext_dis,0.11538461538461536,0.115
whatsappigrhm.components.stereotype_judgment.combined.ext_dis,0.08510638297872339,0.085
whatsappigrhm.components.affect.combined.ext_grp,0.014423076923076946,0.014
whatsappigrhm.components.stereotype_judgment.combined.ext_grp,0.010638297872340429,0.011
whatsappigrhm.components.affect.education.ext_adv,-0.11458333333333336,-0.115
whatsappigrhm.components.stereotype_judgment.education.ext_adv,-0.10119047619047618,-0.101
whatsappigrhm.components.affect.education.ext_dis,0.0503472222222222,0.050
whatsappigrhm.components.stereotype_judgment.education.ext_dis,0.0476190476190476,0.048
whatsappigrhm.components.affect.education.ext_grp,-0.03211805555555554,-0.032
whatsappigrhm.components.stereotype_judgment.education.ext_grp,-0.026785714285714277,-0.027
whatsappigrhm.components.affect.income.ext_adv,-0.061458333333333316,-0.061
whatsappigrhm.components.stereotype_judgment.income.ext_adv,-0.09103260869565219,-0.091
whatsappigrhm.components.affect.income.ext_dis,0.10416666666666666,0.104
whatsappigrhm.components.stereotype_judgment.income.ext_dis,0.09375,0.094
whatsappigrhm.components.affect.income.ext_grp,0.021354166666666653,0.021
whatsappigrhm.components.stereotype_judgment.income.ext_grp,0.001358695652173907,0.001
uscrosspartyconversation.components.affect.gender.ext_adv,-0.03046474358974359,-0.030
uscrosspartyconversation.components.affect.gender.ext_dis,0.025016025641025636,0.025
uscrosspartyconversation.components.affect.gender.ext_grp,-0.0027243589743589703,-0.003
consensuspupils.components.policy.gender.ext_adv,-0.12398373983739838,-0.124
consensuspupils.components.policy.gender.ext_dis,0.024728997289972892,0.025
consensuspupils.components.policy.gender.ext_grp,-0.03570460704607044,-0.036
consensusstudents.components.policy.gender.ext_adv,-0.026041666666666675,-0.026
consensusstudents.components.policy.gender.ext_dis,-0.010416666666666671,-0.010
consensusstudents.components.policy.gender.ext_grp,0.0017361111111111164,0.002
diplomacystructured.components.policy.gender.ext_adv,-0.0735294117647059,-0.074
diplomacystructured.components.social_judgment.gender.ext_adv,-0.05000000000000001,-0.050
diplomacystructured.components.policy.gender.ext_dis,0.1176470588235294,0.118
diplomacystructured.components.social_judgment.gender.ext_dis,0,0.000
diplomacystructured.components.policy.gender.ext_grp,0.01470588235294118,0.015
diplomacystructured.components.social_judgment.gender.ext_grp,-0.05,-0.050
diplomacyunstructured.components.policy.gender.ext_adv,-0.125,-0.125
diplomacyunstructured.components.social_judgment.gender.ext_adv,0.04166666666666667,0.042
diplomacyunstructured.components.policy.gender.ext_dis,-0.029411764705882346,-0.029
diplomacyunstructured.components.social_judgment.gender.ext_dis,0.04166666666666667,0.042
diplomacyunstructured.components.policy.gender.ext_grp,-0.06862745098039216,-0.069
diplomacyunstructured.components.social_judgment.gender.ext_grp,0.027777777777777773,0.028
shizuoka.components.policy.education.ext_adv,-0.049396825396825404,-0.049
shizuoka.components.belief.education.ext_adv,-0.07269345238095237,-0.073
shizuoka.components.policy.education.ext_dis,0.08743650793650794,0.087
shizuoka.components.belief.education.ext_dis,0.03563988095238095,0.036
shizuoka.components.policy.education.ext_grp,0.02708994708994709,0.027
shizuoka.components.belief.education.ext_grp,-0.016059027777777787,-0.016
shizuoka.components.policy.gender.ext_adv,-0.06390977443609022,-0.064
shizuoka.components.belief.gender.ext_adv,-0.09702380952380951,-0.097
shizuoka.components.policy.gender.ext_dis,0.054824561403508755,0.055
shizuoka.components.belief.gender.ext_dis,-0.041666666666666664,-0.042
shizuoka.components.policy.gender.ext_grp,-0.0046383319409635144,-0.005
shizuoka.components.belief.gender.ext_grp,-0.04871031746031745,-0.049
studies,13,13
families,11,11
participantrecords,6804,"6,804"
sources,12,12
screened,101,101
dpstudies,3,3
extensionstudies,10,10
overall.newdps.policy.paired.equal_family_study.d_gender,-6.341281171805767e-4,-0.06
overall.newdps.policy.paired.equal_family_study.h,0.013524312514703877,1.35
overall.newdps.policy.paired.equal_family_study.p,-0.009544296242965798,-0.95
overall.newdps.policy.paired.equal_family_study.p_absolute,0.017791737067935375,1.78
overall.newdps.policy.paired.equal_family_study.d_combined,0.006010000769075889,0.60
overall.newdps.policy.paired.equal_family_study.d_education,0.00912152330878268,0.91
overall.newdps.policy.paired.equal_family_study.d_income,0.0049809711521855374,0.50
overall.othergroupdiscussions.policy.paired.equal_family_study.d_education,0.0036677502972993032,0.37
overall.othergroupdiscussions.policy.paired.equal_family_study.d_gender,-0.011172317720721804,-1.12
overall.othergroupdiscussions.policy.paired.equal_family_study.d_income,-0.0054644177996329415,-0.55
overall.othergroupdiscussions.policy.paired.equal_family_study.h,0.007596121680837391,0.76
overall.othergroupdiscussions.policy.paired.equal_family_study.p,-0.0035809277240992903,-0.36
overall.othergroupdiscussions.policy.paired.equal_family_study.p_absolute,0.024378128285934487,2.44
overall.othergroupdiscussions.policy.paired.equal_family_study.d_combined,-0.009435498380712483,-0.94
overall.othergroupdiscussions.affect.paired.equal_family_study.h,0.01596650804636559,1.60
overall.othergroupdiscussions.affect.paired.equal_family_study.p,-0.04767271962316476,-4.77
overall.othergroupdiscussions.affect.paired.equal_family_study.p_absolute,0.006006668204004738,0.60
overall.othergroupdiscussions.affect.paired.equal_family_study.d_gender,-0.002724358974358953,-0.27
overall.othergroupdiscussions.affect.paired.equal_family_study.d_combined,0.0178571428571429,1.79
overall.othergroupdiscussions.affect.paired.equal_family_study.d_education,-0.0032327586206897067,-0.32
overall.othergroupdiscussions.affect.paired.equal_family_study.d_income,0.015598650927487391,1.56
overall.newdps.policy.available.equal_family_study.d_gender,-0.0023813068530544783,-0.24
overall.newdps.policy.available.equal_family_study.h,0.013650650029563718,1.37
overall.newdps.policy.available.equal_family_study.p,-0.009844811248739621,-0.98
overall.newdps.policy.available.equal_family_study.p_absolute,0.017566357099259217,1.76
overall.newdps.policy.available.equal_family_study.d_combined,0.006487374745514521,0.65
overall.newdps.policy.available.equal_family_study.d_education,0.00964008807005595,0.96
overall.newdps.policy.available.equal_family_study.d_income,0.005383312975922136,0.54
overall.othergroupdiscussions.policy.available.equal_family_study.d_education,0.004554500376784799,0.46
overall.othergroupdiscussions.policy.available.equal_family_study.d_gender,-0.011438765986234941,-1.14
overall.othergroupdiscussions.policy.available.equal_family_study.d_income,-0.0034442703120134083,-0.34
overall.othergroupdiscussions.policy.available.equal_family_study.h,0.008601906568598761,0.86
overall.othergroupdiscussions.policy.available.equal_family_study.p,-0.0038202143877729927,-0.38
overall.othergroupdiscussions.policy.available.equal_family_study.p_absolute,0.025535342898477358,2.55
overall.othergroupdiscussions.policy.available.equal_family_study.d_combined,-0.001324213980463988,-0.13
overall.othergroupdiscussions.affect.available.equal_family_study.h,0.01596650804636559,1.60
overall.othergroupdiscussions.affect.available.equal_family_study.p,-0.04605992400687163,-4.61
overall.othergroupdiscussions.affect.available.equal_family_study.p_absolute,0.006571639955417177,0.66
overall.othergroupdiscussions.affect.available.equal_family_study.d_gender,-0.002724358974358953,-0.27
overall.othergroupdiscussions.affect.available.equal_family_study.d_combined,0.004725085910652936,0.47
overall.othergroupdiscussions.affect.available.equal_family_study.d_education,-0.006455399061032807,-0.65
overall.othergroupdiscussions.affect.available.equal_family_study.d_income,0.01083984375000003,1.08
overall.originaldps.policy.paired.equal_family_study.h,0.010012939904181893,1.00
overall.originaldps.policy.paired.equal_family_study.p,-0.02277380907917896,-2.28
overall.originaldps.policy.paired.equal_family_study.p_absolute,0.014888587667929876,1.49
overall.originaldps.policy.available.equal_family_study.h,0.010796551892625225,1.08
overall.originaldps.policy.available.equal_family_study.p,-0.02295346333910283,-2.30
overall.originaldps.policy.available.equal_family_study.p_absolute,0.015668071807562172,1.57
overall.originaldps.policy.paired.equal_family_study.d_gender,0.0036842116795856574,0.37
overall.originaldps.policy.paired.equal_family_study.d_education,0.01449805446969374,1.45
overall.originaldps.policy.paired.equal_family_study.d_income,0.005731780285511795,0.57
overall.originaldps.policy.paired.equal_family_study.d_combined,0.015920536176682067,1.59
overall.originaldps.policy.available.equal_family_study.d_gender,0.005272519330190809,0.53
overall.originaldps.policy.available.equal_family_study.d_education,0.01284820207050466,1.28
overall.originaldps.policy.available.equal_family_study.d_income,0.0030460791624454817,0.30
overall.originaldps.policy.available.equal_family_study.d_combined,0.015911675461182453,1.59
overall.newdps.policy.paired.pairs.d_gender,0.002049632421937237,0.20
overall.newdps.policy.paired.pairs.h,0.028831154170230546,2.88
overall.newdps.policy.paired.pairs.p,0.018502649797591614,1.85
overall.newdps.policy.paired.pairs.p_absolute,0.03824800122161667,3.82
overall.newdps.policy.paired.pairs.d_combined,0.006010000769075889,0.60
overall.newdps.policy.paired.pairs.d_education,0.00912152330878268,0.91
overall.newdps.policy.paired.pairs.d_income,0.0049809711521855374,0.50
overall.othergroupdiscussions.policy.paired.pairs.d_education,0.0029846413874191455,0.30
overall.othergroupdiscussions.policy.paired.pairs.d_gender,-0.0015199446512072128,-0.15
overall.othergroupdiscussions.policy.paired.pairs.d_income,0.005091754592241923,0.51
overall.othergroupdiscussions.policy.paired.pairs.h,0.013099274659679909,1.31
overall.othergroupdiscussions.policy.paired.pairs.p,-0.011801174695230192,-1.18
overall.othergroupdiscussions.policy.paired.pairs.p_absolute,0.028403884295509444,2.84
overall.othergroupdiscussions.policy.paired.pairs.d_combined,-0.005130385487528342,-0.51
overall.othergroupdiscussions.affect.paired.pairs.h,0.014865608493082548,1.49
overall.othergroupdiscussions.affect.paired.pairs.p,-0.05936811074083629,-5.94
overall.othergroupdiscussions.affect.paired.pairs.p_absolute,0.003912194118856848,0.39
overall.othergroupdiscussions.affect.paired.pairs.d_gender,-0.002724358974358953,-0.27
overall.othergroupdiscussions.affect.paired.pairs.d_combined,0.0178571428571429,1.79
overall.othergroupdiscussions.affect.paired.pairs.d_education,-0.0032327586206897067,-0.32
overall.othergroupdiscussions.affect.paired.pairs.d_income,0.015598650927487391,1.56
overall.newdps.policy.available.pairs.d_gender,0.0017532175464534177,0.18
overall.newdps.policy.available.pairs.h,0.02939629915109914,2.94
overall.newdps.policy.available.pairs.p,0.016480509441162413,1.65
overall.newdps.policy.available.pairs.p_absolute,0.03611045328636622,3.61
overall.newdps.policy.available.pairs.d_combined,0.006487374745514521,0.65
overall.newdps.policy.available.pairs.d_education,0.00964008807005595,0.96
overall.newdps.policy.available.pairs.d_income,0.005383312975922136,0.54
overall.othergroupdiscussions.policy.available.pairs.d_education,0.005090773018404596,0.51
overall.othergroupdiscussions.policy.available.pairs.d_gender,1.554343328240613e-4,0.02
overall.othergroupdiscussions.policy.available.pairs.d_income,0.009100584982684823,0.91
overall.othergroupdiscussions.policy.available.pairs.h,0.019487152310523517,1.95
overall.othergroupdiscussions.policy.available.pairs.p,-0.010530726352242989,-1.05
overall.othergroupdiscussions.policy.available.pairs.p_absolute,0.03633282943899122,3.63
overall.othergroupdiscussions.policy.available.pairs.d_combined,0.010364718614718611,1.04
overall.othergroupdiscussions.affect.available.pairs.h,0.014865608493082548,1.49
overall.othergroupdiscussions.affect.available.pairs.p,-0.05745387920141434,-5.75
overall.othergroupdiscussions.affect.available.pairs.p_absolute,0.004734731647131442,0.47
overall.othergroupdiscussions.affect.available.pairs.d_gender,-0.002724358974358953,-0.27
overall.othergroupdiscussions.affect.available.pairs.d_combined,0.004725085910652936,0.47
overall.othergroupdiscussions.affect.available.pairs.d_education,-0.006455399061032807,-0.65
overall.othergroupdiscussions.affect.available.pairs.d_income,0.01083984375000003,1.08
overall.originaldps.policy.paired.pairs.h,0.012289850724591189,1.23
overall.originaldps.policy.paired.pairs.p,-0.022365708624233774,-2.24
overall.originaldps.policy.paired.pairs.p_absolute,0.007890874242023347,0.79
overall.originaldps.policy.available.pairs.h,0.012849354473943484,1.28
overall.originaldps.policy.available.pairs.p,-0.022210725585501453,-2.22
overall.originaldps.policy.available.pairs.p_absolute,0.008838345608620544,0.88
overall.originaldps.policy.paired.pairs.d_gender,0.0019169913027719183,0.19
overall.originaldps.policy.paired.pairs.d_education,0.01107427032423586,1.11
overall.originaldps.policy.paired.pairs.d_income,0.002937421993993166,0.29
overall.originaldps.policy.paired.pairs.d_combined,0.013983383950957108,1.40
overall.originaldps.policy.available.pairs.d_gender,0.0017542999619123444,0.18
overall.originaldps.policy.available.pairs.d_education,0.010042515830050875,1.00
overall.originaldps.policy.available.pairs.d_income,0.0015062635914549556,0.15
overall.originaldps.policy.available.pairs.d_combined,0.012851849946904416,1.29
omission.newdps.d_gender.low,-0.005371478403393306,-0.54
omission.newdps.d_gender.high,0.004103222169032152,0.41
omission.newdps.h.low,-0.005110639111677844,-0.51
omission.newdps.h.high,0.032159264141085595,3.22
omission.newdps.p.low,-0.03830942401615479,-3.83
omission.newdps.p.high,0.019220831530223192,1.92
omission.newdps.p_absolute.low,-0.007626856212570504,-0.76
omission.newdps.p_absolute.high,0.04321033034844125,4.32
omission.othergroupdiscussions.d_education.low,-0.008043348099024595,-0.80
omission.othergroupdiscussions.d_education.high,0.014807944127267634,1.48
omission.othergroupdiscussions.d_gender.low,-0.01443392019061189,-1.44
omission.othergroupdiscussions.d_gender.high,-0.008014624402121067,-0.80
omission.othergroupdiscussions.d_income.low,-0.01680143755615453,-1.68
omission.othergroupdiscussions.d_income.high,0.00587260195688865,0.59
omission.othergroupdiscussions.h.low,-0.007116048883537969,-0.71
omission.othergroupdiscussions.h.high,0.024274833166849863,2.43
omission.othergroupdiscussions.p.low,-0.008843567861244283,-0.88
omission.othergroupdiscussions.p.high,9.210829741752672e-4,0.09
omission.othergroupdiscussions.p_absolute.low,0.01733003855581245,1.73
omission.othergroupdiscussions.p_absolute.high,0.030623689349463246,3.06
omission.othergroupdiscussions.d_combined.low,-0.01444444444444444,-1.44
omission.othergroupdiscussions.d_combined.high,-0.004426552316980524,-0.44
omission.originaldps.h.low,0.0089802688449133,0.90
omission.originaldps.h.high,0.013591209795109313,1.36
omission.originaldps.p.low,-0.025752074285803193,-2.58
omission.originaldps.p.high,-0.014112972701827394,-1.41
omission.originaldps.p_absolute.low,0.01291544936949173,1.29
omission.originaldps.p_absolute.high,0.018039453260669636,1.80
omission.originaldps.d_gender.low,0.0016758843363818877,0.17
omission.originaldps.d_gender.high,0.004791264839983482,0.48
omission.originaldps.d_education.low,0.00822348906233392,0.82
omission.originaldps.d_education.high,0.016045363824763598,1.60
omission.originaldps.d_income.low,8.099170582835158e-4,0.08
omission.originaldps.d_income.high,0.008829071011400142,0.88
omission.originaldps.d_combined.low,0.011296642932570078,1.13
omission.originaldps.d_combined.high,0.01887350929697559,1.89
omit_hongkong_h,0.024274833166849863,2.43
